student_id,cumulative_gpa,gpa_trend,failed_courses_count,credits_per_semester_avg,attendance_percentage,stream_choice_satisfaction,lms_engagement_score,assignment_lateness_rate,library_resource_usage,co_curricular_involvement,help_seeking_behavior,scholarship_status,is_first_generation_learner,location_type,dropout_status
S67682,2.51,-0.034,2,12.4,0.78,3,16.6,0.27,11,4,TRUE,FALSE,FALSE,Rural,1
S59520,3.42,0.023,0,17.8,0.91,4,15.6,0.01,39,2,TRUE,TRUE,TRUE,Rural,0
S35022,2.85,-0.083,0,15.1,0.94,4,19.6,0.44,20,3,FALSE,FALSE,FALSE,Rural,1
S10787,1.14,-0.114,4,10.1,0.69,1,0.0,0.67,8,0,FALSE,TRUE,FALSE,Urban,1
S40495,3.93,0.080,0,17.8,0.99,5,24.2,0.09,47,3,TRUE,FALSE,TRUE,Rural,0
S29203,1.84,-0.303,4,12.6,0.79,2,2.9,0.51,5,0,FALSE,FALSE,FALSE,Urban,0
S90406,2.98,0.071,0,17.1,0.80,4,9.9,0.37,11,3,FALSE,TRUE,TRUE,Rural,0
S73844,3.48,0.175,0,15.3,0.98,4,20.5,0.09,36,1,TRUE,FALSE,TRUE,Urban,0
S84187,2.81,0.189,0,12.1,0.89,2,9.3,0.14,34,4,TRUE,FALSE,TRUE,Rural,0
S36566,3.83,0.071,0,16.6,0.94,5,15.5,0.08,47,2,TRUE,TRUE,TRUE,Rural,0
S12050,3.32,0.116,0,17.3,0.96,5,23.6,0.05,25,3,TRUE,FALSE,TRUE,Rural,0
S48768,2.95,0.104,1,17.0,0.88,4,15.4,0.17,22,2,FALSE,TRUE,TRUE,Rural,0
S47912,2.14,-0.364,4,13.7,0.61,3,0.8,0.84,6,0,FALSE,FALSE,TRUE,Rural,1
S28802,2.17,-0.468,1,10.8,0.69,1,6.6,0.46,7,1,FALSE,TRUE,FALSE,Urban,0
S79460,1.59,-0.131,3,14.1,0.64,3,2.9,0.47,8,0,FALSE,TRUE,TRUE,Urban,1
S23050,3.51,0.054,0,17.8,0.93,5,22.0,0.08,37,3,TRUE,TRUE,TRUE,Urban,0
S59880,3.55,0.184,0,17.4,0.94,5,22.1,0.05,43,2,TRUE,FALSE,TRUE,Rural,0
S50096,3.25,0.051,0,17.0,0.97,4,19.7,0.03,38,1,TRUE,FALSE,TRUE,Rural,0
S26853,1.32,-0.242,4,13.2,0.58,1,0.5,0.63,6,0,FALSE,TRUE,FALSE,Urban,0
S95433,3.38,0.013,0,17.5,0.92,5,16.9,0.04,39,3,TRUE,FALSE,TRUE,Rural,0
S61725,1.27,-0.191,2,9.7,0.65,3,6.8,0.94,4,0,FALSE,FALSE,TRUE,Rural,0
S11597,3.26,0.139,2,15.5,0.71,2,8.0,0.40,16,3,FALSE,FALSE,TRUE,Rural,0
S84787,1.74,-0.168,2,9.9,0.75,2,7.2,0.99,7,1,FALSE,FALSE,FALSE,Rural,0
S85240,3.12,0.145,2,13.9,0.72,4,5.3,0.11,28,2,TRUE,TRUE,FALSE,Urban,0
S32515,1.27,-0.367,1,14.9,0.59,2,7.8,0.58,9,1,FALSE,FALSE,FALSE,Urban,1
S32354,3.48,0.182,0,16.0,0.91,5,24.3,0.09,25,3,TRUE,FALSE,TRUE,Rural,0
S82039,2.98,-0.118,2,15.8,0.73,2,12.7,0.07,20,1,FALSE,TRUE,TRUE,Urban,0
S62937,3.18,0.131,1,16.6,0.73,4,18.2,0.35,15,3,FALSE,FALSE,FALSE,Rural,0
S11293,3.43,0.037,0,17.6,0.93,5,22.4,0.08,43,1,TRUE,FALSE,TRUE,Urban,0
S81075,3.76,0.299,0,17.1,0.98,4,17.6,0.06,25,3,TRUE,FALSE,FALSE,Rural,0
S89188,3.63,0.170,0,17.0,0.92,5,20.6,0.10,46,2,TRUE,FALSE,FALSE,Urban,0
S10552,1.17,-0.427,2,12.3,0.74,1,3.0,0.84,4,1,FALSE,TRUE,FALSE,Urban,1
S96181,3.70,0.203,0,15.1,0.94,4,18.1,0.07,49,1,TRUE,TRUE,TRUE,Rural,0
S49203,3.61,0.138,0,15.8,0.92,5,24.8,0.02,33,1,TRUE,TRUE,FALSE,Rural,0
S78714,3.82,0.099,0,16.8,0.99,4,15.1,0.02,40,1,TRUE,FALSE,FALSE,Urban,0
S76618,2.16,-0.215,2,9.9,0.49,3,1.3,0.61,1,0,FALSE,FALSE,FALSE,Urban,0
S58028,2.54,0.071,2,13.3,0.80,4,5.7,0.41,31,1,TRUE,FALSE,TRUE,Urban,0
S27044,3.33,-0.182,0,14.8,0.87,3,13.3,0.30,6,0,FALSE,FALSE,FALSE,Urban,0
S13093,3.72,0.186,0,17.9,0.91,4,19.1,0.00,56,1,TRUE,TRUE,FALSE,Rural,0
S66585,3.97,0.225,0,15.6,0.98,5,24.8,0.07,54,3,TRUE,TRUE,FALSE,Rural,0
S70069,3.49,0.124,0,16.7,0.91,5,15.5,0.07,22,2,TRUE,FALSE,FALSE,Rural,0
S57137,1.96,-0.320,2,14.7,0.48,2,0.2,0.91,2,0,FALSE,TRUE,TRUE,Urban,0
S85540,3.36,0.033,2,16.5,0.79,2,17.3,0.07,32,2,FALSE,TRUE,FALSE,Urban,0
S44768,3.23,0.135,0,16.7,0.98,4,21.4,0.07,41,3,TRUE,TRUE,FALSE,Rural,0
S26634,3.38,0.293,0,15.1,0.91,4,19.9,0.06,36,1,TRUE,TRUE,TRUE,Rural,0
S31207,3.36,0.177,2,17.5,0.71,3,12.7,0.32,20,1,FALSE,TRUE,FALSE,Rural,1
S81868,3.33,-0.007,1,16.8,0.87,3,17.7,0.26,20,4,FALSE,TRUE,TRUE,Urban,0
S72740,1.39,-0.181,2,11.4,0.72,3,3.7,0.96,0,0,FALSE,FALSE,FALSE,Urban,0
S98286,1.17,-0.365,3,9.9,0.70,2,2.7,0.61,7,0,FALSE,FALSE,FALSE,Urban,1
S83100,3.90,0.129,0,16.4,0.95,4,23.8,0.04,56,2,TRUE,TRUE,FALSE,Rural,0
S95340,3.98,0.138,0,17.2,0.95,4,17.5,0.05,54,1,TRUE,TRUE,TRUE,Rural,0
S82134,1.88,-0.437,1,11.7,0.45,1,3.5,0.71,6,0,FALSE,TRUE,TRUE,Rural,1
S37300,3.90,0.226,0,15.8,0.95,5,20.3,0.08,44,3,TRUE,TRUE,FALSE,Rural,0
S84902,3.23,0.271,0,15.9,0.99,5,22.5,0.06,43,3,TRUE,TRUE,TRUE,Urban,0
S39302,3.36,0.115,0,13.8,0.92,4,5.5,0.20,29,4,FALSE,TRUE,FALSE,Rural,0
S61804,3.37,-0.043,1,16.3,0.76,4,18.3,0.39,32,4,TRUE,FALSE,TRUE,Urban,0
S28727,1.83,-0.259,1,9.1,0.64,1,3.1,0.88,6,1,FALSE,FALSE,FALSE,Rural,1
S57415,3.83,0.048,0,15.0,0.93,4,15.1,0.04,45,3,TRUE,FALSE,FALSE,Urban,0
S74337,2.77,-0.106,2,17.1,0.94,2,8.2,0.41,5,4,FALSE,TRUE,TRUE,Rural,0
S11303,3.91,0.002,0,16.9,0.92,5,16.0,0.03,49,1,TRUE,FALSE,TRUE,Rural,0
S92372,2.70,-0.168,0,12.5,0.88,2,13.2,0.12,32,1,TRUE,FALSE,FALSE,Rural,0
S71336,3.38,-0.017,2,15.2,0.79,4,6.4,0.39,17,4,TRUE,FALSE,TRUE,Rural,0
S36821,3.79,0.111,0,17.5,0.98,5,22.6,0.03,41,3,TRUE,TRUE,TRUE,Urban,0
S44143,3.11,0.133,1,12.2,0.83,3,19.9,0.19,31,0,TRUE,TRUE,FALSE,Urban,1
S65442,2.99,-0.194,1,17.2,0.92,3,8.8,0.15,20,2,FALSE,FALSE,FALSE,Urban,0
S17938,3.25,-0.034,0,15.7,0.83,2,12.5,0.06,16,1,TRUE,FALSE,FALSE,Urban,0
S57373,2.28,-0.005,1,12.9,0.93,4,15.3,0.06,25,4,FALSE,TRUE,FALSE,Urban,0
S76714,2.72,0.112,0,16.6,0.93,4,6.5,0.30,17,1,FALSE,FALSE,FALSE,Rural,1
S40350,3.78,0.102,0,15.2,0.93,5,20.8,0.05,23,3,TRUE,FALSE,FALSE,Urban,0
S12047,1.96,-0.241,1,14.1,0.60,1,3.1,0.77,6,0,FALSE,TRUE,TRUE,Urban,1
S88180,1.15,-0.470,3,9.1,0.79,3,5.4,0.79,9,0,FALSE,FALSE,FALSE,Urban,1
S78801,2.63,0.031,1,15.0,0.86,3,17.4,0.19,14,0,FALSE,FALSE,FALSE,Urban,0
S20081,2.63,0.160,0,17.4,0.81,3,14.9,0.42,23,2,TRUE,TRUE,FALSE,Urban,0
S89206,3.84,0.001,0,16.3,0.93,5,22.3,0.03,50,2,TRUE,TRUE,FALSE,Urban,0
S10794,3.83,0.254,0,17.8,0.95,4,18.9,0.08,20,1,TRUE,TRUE,FALSE,Urban,0
S64801,3.26,0.184,0,15.5,0.92,4,17.8,0.02,32,3,TRUE,TRUE,TRUE,Urban,0
S93530,1.04,-0.168,3,13.6,0.77,1,5.2,0.48,9,1,FALSE,TRUE,TRUE,Urban,0
S65934,2.64,0.041,2,15.2,0.93,2,8.7,0.14,9,4,FALSE,TRUE,TRUE,Urban,0
S45984,2.29,0.109,0,13.8,0.71,2,18.3,0.32,30,0,TRUE,FALSE,TRUE,Rural,0
S67426,3.29,-0.072,1,15.5,0.77,4,14.9,0.12,13,3,TRUE,FALSE,FALSE,Rural,0
S45355,1.84,-0.216,1,10.4,0.67,2,5.3,0.69,0,0,FALSE,FALSE,FALSE,Urban,0
S59215,1.46,-0.420,4,12.5,0.70,3,2.6,0.84,6,1,FALSE,FALSE,TRUE,Urban,1
S94196,3.02,0.171,2,13.0,0.80,4,11.5,0.14,28,0,FALSE,TRUE,FALSE,Urban,0
S22402,3.39,0.288,0,15.5,0.92,4,20.0,0.04,29,1,TRUE,FALSE,FALSE,Rural,0
S23567,2.12,-0.279,3,10.6,0.76,3,6.8,0.57,9,1,FALSE,FALSE,FALSE,Rural,1
S59839,3.31,0.192,0,13.7,0.71,4,5.9,0.39,27,4,FALSE,FALSE,TRUE,Rural,0
S92364,3.06,0.163,2,14.9,0.76,4,11.1,0.09,27,2,TRUE,TRUE,TRUE,Urban,0
S38466,2.24,0.030,0,16.5,0.81,3,10.8,0.08,5,2,FALSE,TRUE,FALSE,Urban,0
S31134,2.21,0.165,0,13.0,0.93,2,16.9,0.19,29,1,FALSE,FALSE,TRUE,Rural,1
S54024,3.94,0.230,0,17.2,0.97,5,16.0,0.00,23,3,TRUE,TRUE,FALSE,Urban,0
S59316,1.59,-0.209,1,13.5,0.41,1,0.6,0.65,7,0,FALSE,TRUE,FALSE,Urban,0
S19461,3.20,0.205,0,17.9,0.98,4,19.7,0.06,36,2,TRUE,FALSE,FALSE,Rural,0
S89417,2.31,-0.189,1,15.3,0.82,4,15.8,0.38,33,0,TRUE,TRUE,FALSE,Urban,0
S94787,3.50,0.225,0,17.4,0.95,5,16.9,0.01,26,2,TRUE,TRUE,TRUE,Urban,0
S57455,3.57,0.098,0,16.3,0.99,4,22.1,0.01,41,2,TRUE,TRUE,TRUE,Urban,0
S79851,3.70,0.128,0,15.5,0.91,5,18.8,0.05,36,2,TRUE,FALSE,FALSE,Urban,0
S60451,2.25,-0.099,1,17.5,0.93,2,7.3,0.32,9,4,FALSE,TRUE,TRUE,Rural,0
S73628,2.74,-0.126,0,15.6,0.72,4,15.3,0.25,31,0,FALSE,TRUE,TRUE,Rural,0
S66292,1.51,-0.486,2,10.6,0.64,2,2.0,0.48,6,1,FALSE,TRUE,FALSE,Rural,1
S35167,2.84,-0.002,1,15.3,0.83,3,10.7,0.40,10,4,TRUE,FALSE,FALSE,Urban,0
S32511,3.35,0.007,0,15.0,0.92,4,15.8,0.04,42,2,TRUE,TRUE,FALSE,Urban,0
S29270,2.55,0.028,0,14.6,0.94,4,11.3,0.37,17,4,FALSE,FALSE,TRUE,Rural,0
S91899,3.78,0.191,0,15.0,0.90,4,19.0,0.03,51,2,TRUE,FALSE,TRUE,Urban,0
S31059,3.73,0.157,0,15.6,0.92,4,24.1,0.06,36,2,TRUE,FALSE,TRUE,Urban,0
S57592,2.25,0.165,0,17.3,0.89,4,12.5,0.36,17,0,FALSE,TRUE,TRUE,Rural,0
S27172,3.40,-0.027,2,14.2,0.71,4,18.2,0.34,10,4,TRUE,FALSE,TRUE,Urban,0
S95973,3.17,-0.151,0,15.5,0.86,4,17.8,0.41,20,4,FALSE,FALSE,FALSE,Urban,0
S28024,3.11,0.170,2,17.8,0.80,3,13.3,0.07,30,1,TRUE,FALSE,FALSE,Rural,0
S68730,2.34,0.051,1,16.3,0.71,4,17.3,0.32,16,2,FALSE,TRUE,FALSE,Rural,0
S82955,3.34,-0.053,0,17.8,0.77,2,19.8,0.16,10,1,TRUE,FALSE,FALSE,Rural,1
S19708,3.59,0.287,0,16.3,0.93,4,21.7,0.04,34,1,TRUE,TRUE,TRUE,Rural,0
S30315,3.94,0.188,0,15.9,0.93,5,16.1,0.04,54,1,TRUE,TRUE,TRUE,Rural,0
S16089,2.25,0.089,1,13.8,0.83,2,10.5,0.19,9,4,FALSE,FALSE,TRUE,Rural,0
S10629,3.20,0.050,0,15.5,1.00,5,22.1,0.09,57,2,TRUE,TRUE,TRUE,Urban,0
S90825,1.45,-0.174,2,14.8,0.59,3,5.3,0.58,7,0,FALSE,FALSE,FALSE,Rural,1
S24380,3.79,0.090,0,15.6,0.95,5,19.5,0.08,46,2,TRUE,FALSE,FALSE,Urban,0
S19812,3.96,0.097,0,16.3,0.95,4,18.6,0.09,41,1,TRUE,FALSE,TRUE,Rural,0
S27421,3.40,0.183,0,16.1,0.93,5,23.6,0.08,47,3,TRUE,FALSE,TRUE,Urban,0
S30643,3.30,0.276,0,15.1,0.95,4,18.2,0.01,54,3,TRUE,FALSE,FALSE,Rural,0
S73787,3.67,0.219,0,16.2,0.98,5,15.1,0.07,49,1,TRUE,TRUE,FALSE,Rural,0
S66867,2.42,0.087,1,13.5,0.75,2,18.2,0.33,12,1,TRUE,FALSE,FALSE,Rural,0
S27741,1.02,-0.264,4,14.5,0.59,2,2.5,0.73,8,1,FALSE,TRUE,FALSE,Urban,1
S58169,2.98,0.094,1,13.0,0.78,2,18.3,0.28,23,0,FALSE,FALSE,FALSE,Rural,0
S93080,2.23,-0.133,2,13.6,0.86,4,12.0,0.07,20,3,FALSE,TRUE,TRUE,Rural,1
S82574,3.44,0.011,0,17.6,0.91,4,22.0,0.08,22,3,TRUE,TRUE,FALSE,Urban,0
S46960,2.01,-0.230,4,10.0,0.41,1,2.2,0.98,7,1,FALSE,TRUE,TRUE,Rural,0
S28981,3.48,0.144,0,16.9,0.99,5,16.1,0.09,27,1,TRUE,FALSE,TRUE,Rural,0
S22741,1.18,-0.233,1,10.9,0.41,3,5.2,0.48,2,1,FALSE,FALSE,FALSE,Rural,1
S35535,2.33,0.039,2,15.3,0.72,3,6.5,0.18,33,2,TRUE,TRUE,TRUE,Urban,0
S77554,3.25,0.105,0,17.2,0.90,4,15.5,0.01,49,3,TRUE,TRUE,TRUE,Rural,0
S69730,3.79,0.288,0,16.2,0.95,5,17.8,0.04,44,1,TRUE,FALSE,TRUE,Rural,0
S21236,3.88,0.008,0,16.1,0.99,4,22.5,0.07,43,1,TRUE,TRUE,TRUE,Rural,0
S76462,3.86,0.161,0,17.8,0.99,5,24.1,0.01,42,3,TRUE,FALSE,TRUE,Urban,0
S21390,2.32,-0.094,1,12.1,0.79,4,7.1,0.33,17,3,TRUE,TRUE,FALSE,Rural,0
S51311,1.52,-0.410,4,9.8,0.52,1,1.0,0.60,4,1,FALSE,TRUE,FALSE,Urban,1
S38444,2.70,0.042,2,15.3,0.72,4,10.2,0.22,30,2,TRUE,TRUE,TRUE,Urban,0
S67906,1.38,-0.324,1,14.0,0.61,3,4.2,0.74,2,1,FALSE,FALSE,FALSE,Rural,1
S81117,2.60,-0.195,1,13.5,0.79,4,15.6,0.20,29,1,FALSE,FALSE,TRUE,Urban,0
S89193,3.18,0.105,1,13.2,0.94,2,10.1,0.44,24,1,TRUE,FALSE,TRUE,Rural,0
S48315,2.41,-0.050,1,16.7,0.90,4,17.7,0.34,8,2,TRUE,FALSE,TRUE,Rural,0
S30155,3.16,-0.046,2,12.4,0.74,4,11.6,0.28,17,0,FALSE,FALSE,FALSE,Rural,1
S42845,2.24,0.154,0,14.4,0.78,2,20.0,0.32,25,3,FALSE,FALSE,FALSE,Urban,0
S41881,3.76,0.139,0,16.4,0.94,5,15.4,0.04,59,2,TRUE,FALSE,TRUE,Rural,0
S97917,3.30,0.189,0,16.4,0.95,5,15.7,0.08,43,3,TRUE,FALSE,TRUE,Rural,0
S29271,2.81,0.044,0,14.4,0.84,4,14.8,0.32,26,3,FALSE,FALSE,TRUE,Rural,0
S27986,2.38,0.029,1,15.8,0.73,2,17.4,0.36,32,1,TRUE,TRUE,FALSE,Urban,0
S63534,3.01,0.113,1,13.0,0.73,3,12.6,0.33,33,3,TRUE,TRUE,TRUE,Rural,0
S64208,3.78,0.179,0,17.1,1.00,4,20.8,0.00,37,3,TRUE,TRUE,TRUE,Rural,0
S25125,3.59,0.252,0,17.4,0.90,5,17.4,0.03,58,3,TRUE,TRUE,TRUE,Urban,0
S52173,3.00,0.157,0,12.7,0.90,3,16.0,0.34,21,4,FALSE,TRUE,TRUE,Urban,0
S92858,2.59,-0.077,1,16.4,0.93,3,11.9,0.10,27,2,TRUE,FALSE,FALSE,Rural,0
S15413,3.29,0.014,0,17.8,0.95,5,22.6,0.01,31,2,TRUE,TRUE,FALSE,Urban,0
S82370,3.00,0.167,0,14.4,0.92,3,19.3,0.12,27,2,TRUE,TRUE,TRUE,Urban,0
S86416,3.38,-0.192,0,14.2,0.87,2,12.6,0.35,20,1,FALSE,TRUE,TRUE,Rural,0
S63188,3.91,0.188,0,16.4,0.99,4,23.0,0.09,53,3,TRUE,FALSE,TRUE,Rural,0
S30088,3.36,-0.072,2,16.3,0.81,2,18.2,0.19,16,0,FALSE,TRUE,FALSE,Urban,0
S18391,2.21,0.080,0,17.0,0.77,3,16.0,0.22,19,2,TRUE,FALSE,TRUE,Urban,0
S75284,3.29,-0.095,1,15.0,0.71,4,15.4,0.43,9,1,TRUE,TRUE,TRUE,Urban,0
S61889,2.75,-0.106,2,16.8,0.80,2,5.7,0.28,33,4,TRUE,FALSE,TRUE,Rural,0
S85729,1.68,-0.341,2,9.0,0.61,2,4.3,0.54,5,1,FALSE,FALSE,FALSE,Rural,1
S90225,3.35,0.052,1,12.9,0.83,2,7.8,0.35,21,4,TRUE,FALSE,TRUE,Urban,0
S26078,3.33,0.072,0,16.8,0.96,4,24.0,0.04,30,3,TRUE,FALSE,FALSE,Rural,0
S66908,3.36,0.083,0,17.7,0.90,4,21.7,0.06,32,1,TRUE,TRUE,FALSE,Urban,0
S26929,3.30,-0.045,2,15.2,0.94,2,19.2,0.36,19,1,FALSE,TRUE,FALSE,Rural,0
S26988,3.25,-0.077,1,16.5,0.70,4,9.0,0.43,34,2,TRUE,TRUE,FALSE,Urban,0
S86033,3.82,0.271,0,17.8,0.91,4,22.6,0.02,49,1,TRUE,TRUE,TRUE,Urban,0
S83741,2.38,-0.079,0,17.1,0.79,4,8.7,0.09,29,0,TRUE,TRUE,TRUE,Urban,1
S77306,3.60,0.155,0,16.7,0.92,4,19.4,0.04,36,1,TRUE,FALSE,FALSE,Urban,0
S30742,1.25,-0.186,4,12.0,0.66,3,3.7,0.74,9,1,FALSE,TRUE,FALSE,Urban,1
S63816,1.68,-0.362,2,13.8,0.74,1,7.7,0.64,3,1,FALSE,FALSE,FALSE,Urban,0
S49172,2.89,0.103,2,14.5,0.75,3,19.5,0.06,22,4,TRUE,TRUE,FALSE,Rural,0
S73918,1.73,-0.284,3,14.9,0.60,1,5.8,0.76,5,1,FALSE,FALSE,TRUE,Urban,1
S72379,3.06,-0.198,2,16.4,0.79,2,5.8,0.37,16,3,FALSE,TRUE,FALSE,Rural,0
S26611,3.38,0.071,0,16.5,0.94,4,16.4,0.36,24,0,FALSE,TRUE,FALSE,Urban,1
S53662,3.50,0.170,0,16.8,0.92,4,18.5,0.01,36,2,TRUE,FALSE,TRUE,Urban,0
S73814,3.09,0.103,0,17.8,0.95,2,6.0,0.32,6,4,FALSE,FALSE,TRUE,Rural,1
S31770,3.44,0.074,0,17.9,0.93,5,19.1,0.01,44,3,TRUE,FALSE,FALSE,Rural,0
S74433,3.30,0.277,0,17.7,0.96,4,18.3,0.04,55,1,TRUE,FALSE,TRUE,Rural,0
S18800,3.53,0.192,0,16.1,0.91,4,17.5,0.02,52,3,TRUE,FALSE,FALSE,Rural,0
S65436,3.88,0.075,0,15.6,0.96,5,18.9,0.04,32,3,TRUE,FALSE,TRUE,Rural,0
S33205,3.27,-0.176,0,16.3,0.84,2,9.8,0.29,7,1,FALSE,FALSE,FALSE,Rural,1
S38408,2.83,0.074,0,12.1,0.87,4,17.2,0.18,33,2,TRUE,FALSE,FALSE,Rural,0
S89411,1.60,-0.126,1,11.2,0.77,2,1.0,0.57,4,0,FALSE,FALSE,FALSE,Rural,1
S31320,3.50,0.141,0,15.2,0.93,4,23.3,0.07,40,3,TRUE,FALSE,FALSE,Rural,0
S46448,3.35,0.286,0,15.7,0.99,5,24.2,0.10,21,2,TRUE,TRUE,FALSE,Rural,0
S73488,3.87,0.079,0,17.9,0.96,4,22.5,0.09,56,2,TRUE,TRUE,FALSE,Rural,0
S12391,3.04,-0.173,2,15.6,0.92,2,16.1,0.36,34,0,TRUE,FALSE,FALSE,Urban,0
S93902,2.22,0.174,2,15.5,0.87,3,5.2,0.05,31,3,TRUE,FALSE,FALSE,Urban,0
S87483,3.62,0.220,0,17.8,0.95,4,22.2,0.02,39,2,TRUE,FALSE,TRUE,Rural,0
S15422,3.71,0.043,0,17.6,0.92,4,17.1,0.04,36,3,TRUE,FALSE,FALSE,Urban,0
S64596,1.65,-0.238,4,13.0,0.61,2,3.6,0.84,2,1,FALSE,TRUE,FALSE,Urban,0
S82616,3.48,0.297,0,17.1,0.95,4,15.1,0.06,26,2,TRUE,TRUE,TRUE,Rural,0
S11063,2.67,0.126,2,13.3,0.77,4,12.8,0.25,17,4,FALSE,FALSE,FALSE,Urban,0
S90604,3.29,0.131,0,17.1,0.96,4,18.0,0.09,21,2,TRUE,FALSE,TRUE,Urban,0
S68501,3.90,0.149,0,16.4,0.90,4,22.3,0.09,31,2,TRUE,FALSE,FALSE,Urban,0
S48259,3.40,-0.148,1,13.2,0.90,3,10.7,0.43,17,1,FALSE,FALSE,TRUE,Urban,0
S73765,1.10,-0.393,1,11.5,0.60,2,6.7,0.53,6,1,FALSE,TRUE,FALSE,Urban,0
S73853,3.38,0.121,0,15.4,0.98,4,16.5,0.02,53,2,TRUE,FALSE,FALSE,Rural,0
S64264,1.58,-0.229,3,14.1,0.66,2,3.9,0.83,1,0,FALSE,FALSE,TRUE,Rural,1
S87986,1.73,-0.286,1,14.8,0.71,3,3.3,0.51,9,0,FALSE,FALSE,FALSE,Urban,1
S16133,2.79,-0.016,2,13.8,0.89,2,9.1,0.33,11,0,TRUE,TRUE,TRUE,Rural,0
S37431,3.26,0.168,2,12.8,0.76,3,14.5,0.33,23,2,TRUE,TRUE,FALSE,Rural,0
S52141,2.94,-0.104,1,14.5,0.74,3,12.8,0.25,28,2,TRUE,FALSE,TRUE,Rural,0
S17568,3.41,0.067,0,16.6,1.00,5,24.8,0.08,59,3,TRUE,FALSE,FALSE,Urban,0
S15073,3.28,0.242,0,16.0,0.92,5,19.0,0.08,45,3,TRUE,TRUE,FALSE,Rural,0
S87880,2.60,0.018,2,15.0,0.78,2,16.0,0.41,17,1,FALSE,FALSE,FALSE,Rural,0
S61362,3.75,0.233,0,15.4,0.93,5,15.5,0.03,27,1,TRUE,TRUE,FALSE,Urban,0
S50958,2.98,0.154,0,12.6,0.94,3,16.8,0.35,22,0,TRUE,TRUE,FALSE,Urban,0
S16389,2.55,0.164,2,14.4,0.87,4,6.1,0.09,7,1,TRUE,FALSE,TRUE,Urban,1
S16089,3.31,0.175,0,15.7,0.95,4,20.0,0.04,48,1,TRUE,TRUE,TRUE,Urban,0
S40222,2.83,0.090,0,17.1,0.79,2,19.0,0.36,9,2,TRUE,TRUE,FALSE,Rural,0
S21039,3.23,0.004,0,16.9,0.91,4,22.1,0.09,39,2,TRUE,TRUE,TRUE,Rural,0
S17582,3.49,0.231,0,15.0,0.93,4,23.3,0.05,56,1,TRUE,FALSE,FALSE,Rural,0
S20112,2.79,-0.162,2,14.2,0.93,2,14.2,0.18,22,0,FALSE,FALSE,FALSE,Rural,0
S30193,3.39,0.111,0,13.9,0.83,4,13.4,0.17,28,4,FALSE,FALSE,TRUE,Rural,1
S24268,2.58,-0.063,2,15.6,0.94,4,19.3,0.15,10,4,FALSE,TRUE,TRUE,Urban,0
S54054,3.82,0.242,0,16.4,0.99,4,16.5,0.06,20,1,TRUE,TRUE,FALSE,Urban,0
S17744,2.27,0.059,0,13.2,0.79,2,6.2,0.34,18,4,FALSE,TRUE,TRUE,Rural,0
S81563,2.69,-0.159,1,16.1,0.78,4,16.6,0.24,20,4,FALSE,FALSE,FALSE,Urban,0
S66669,2.87,0.142,0,14.4,0.74,3,14.9,0.40,7,0,TRUE,FALSE,TRUE,Rural,0
S41131,3.30,0.076,1,13.0,0.90,2,8.0,0.16,31,0,TRUE,FALSE,TRUE,Urban,0
S17339,3.60,0.088,0,17.1,0.92,5,15.0,0.02,35,1,TRUE,FALSE,TRUE,Rural,0
S52614,3.83,0.258,0,15.0,0.92,5,24.1,0.02,20,2,TRUE,TRUE,TRUE,Rural,0
S62119,3.25,0.057,0,15.1,0.90,5,16.7,0.06,28,1,TRUE,TRUE,TRUE,Rural,0
S67879,1.66,-0.289,4,11.6,0.69,2,1.5,0.67,5,1,FALSE,FALSE,FALSE,Rural,1
S85081,2.61,-0.175,1,15.5,0.90,4,19.7,0.23,19,1,FALSE,FALSE,TRUE,Urban,0
S90158,2.37,-0.116,0,14.5,0.78,4,17.3,0.17,33,1,FALSE,FALSE,FALSE,Urban,0
S97027,2.36,-0.100,2,16.3,0.75,3,8.7,0.07,6,2,FALSE,TRUE,TRUE,Rural,0
S99926,3.81,0.048,0,15.3,0.92,5,22.9,0.02,36,1,TRUE,TRUE,FALSE,Rural,0
S36966,3.34,0.075,0,17.1,0.89,2,16.8,0.31,10,3,TRUE,TRUE,FALSE,Urban,0
S78859,3.46,0.277,0,15.7,0.92,4,19.8,0.08,24,3,TRUE,FALSE,FALSE,Urban,0
S90939,2.98,0.064,0,12.4,0.87,2,7.4,0.32,18,1,FALSE,FALSE,FALSE,Urban,0
S13070,3.27,0.065,0,16.9,0.99,5,15.4,0.06,23,2,TRUE,TRUE,FALSE,Rural,0
S60351,3.16,0.045,2,17.9,0.70,4,5.7,0.45,22,2,TRUE,TRUE,TRUE,Rural,0
S76233,3.78,0.190,0,17.1,0.98,4,22.7,0.05,36,2,TRUE,FALSE,TRUE,Urban,0
S84756,3.52,0.195,0,17.9,0.99,5,23.8,0.04,44,1,TRUE,FALSE,TRUE,Urban,0
S74071,1.73,-0.362,2,12.5,0.49,1,6.6,0.60,2,1,FALSE,TRUE,FALSE,Rural,0
S20091,3.70,0.182,0,16.6,0.99,5,22.6,0.07,41,3,TRUE,FALSE,TRUE,Urban,0
S54183,3.61,0.238,0,17.6,0.90,5,25.0,0.03,59,2,TRUE,TRUE,TRUE,Urban,0
S85807,1.72,-0.129,3,11.9,0.45,1,4.0,0.89,0,1,FALSE,FALSE,TRUE,Urban,0
S55716,3.50,0.089,0,16.2,0.92,4,15.5,0.06,34,3,TRUE,TRUE,TRUE,Urban,0
